intagncy_agency,intagncy_name,intagncy_year,intagncy_month,intagncy_day,intagncy_lon,intagncy_lat,intagncy_area_ha,intagncy_forest_area_ha,MTBS_name,MTBS_year,MTBS_month,MTBS_day,MTBS_lon,MTBS_lat,MTBS_area_ha,MTBS_forest_area_ha,MTBS_filename,final_year,final_month,final_day,final_lon,final_lat,final_area_ha,final_forest_area_ha
"FWS","IRONHORSE2",1984,8,5,-119.6333,45.95,218.53,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,5,-119.6333,45.95,218.53,0
"BLM","WENDELL NE",1984,8,5,-114.5842,42.8332,396.59,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,5,-114.5842,42.8332,396.59,0
"BLM","FISHER",1984,8,6,-107.084,48.6833,485.62,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,6,-107.084,48.6833,485.62,0
"BLM","BIG BEND",1984,8,6,-106.7506,48.5167,129.5,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,6,-106.7506,48.5167,129.5,0
"BLM","SWAMP CR",1984,8,8,-121.0512,44.8998,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,8,-121.0512,44.8998,121.41,0
"NPS","BUTTE",1984,8,8,-117.3509,36.4499,242.81,0.29,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,8,-117.3509,36.4499,242.81,0.29
"BLM","SABRE RDG",1984,8,9,-120.0678,44.1999,485.62,22.95,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,9,-120.0678,44.1999,485.62,22.95
"BLM","FORTY NINE",1984,8,9,-119.9511,41.8999,182.11,16.56,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,9,-119.9511,41.8999,182.11,16.56
"BLM","ANTELOPE 1",1984,8,9,-117.3343,39.8999,283.28,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,9,-117.3343,39.8999,283.28,0
"BIA","WHITEMAN",1984,8,10,-106.7548,45.5125,242.81,70.68,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-106.7548,45.5125,242.81,70.68
"BLM","MIDDLE CMP",1984,8,10,-120.5011,44.8832,485.62,5.99,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-120.5011,44.8832,485.62,5.99
"BLM","CASTLE CK",1984,8,10,-116.47,42.8337,159.45,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-116.47,42.8337,159.45,0
"BLM","BENNETT",1984,8,10,-116.0414,42.7078,10457.09,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-116.0414,42.7078,10457.09,0
"BLM","BIG HILL",1984,8,10,-115.9097,42.6676,949.8,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-115.9097,42.6676,949.8,0
"BLM","LAKE-CHANL",1984,8,10,-113.0667,42.6669,466.6,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-113.0667,42.6669,466.6,0
"BLM","BIG JACKS",1984,8,10,-115.9881,42.6266,234.72,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-115.9881,42.6266,234.72,0
"BLM","HORSE MTN",1984,8,10,-108.3506,39.1,800.06,28.29,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,10,-108.3506,39.1,800.06,28.29
"FS","UNKNOWN",1984,8,11,-106.0167,45.7167,250.91,123.03,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,11,-106.0167,45.7167,250.91,123.03
"BLM","HOLLAND CK",1984,8,11,-116.6343,44.1499,119.38,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,11,-116.6343,44.1499,119.38,0
"BLM","COBRECITE",1984,8,11,-114.3175,41.1499,188.18,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,11,-114.3175,41.1499,188.18,0
"BLM","SADDLE",1984,8,12,-118.9177,43.1332,339.94,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,12,-118.9177,43.1332,339.94,0
"CalFire","EAGLE LAKE FIRE",1984,8,12,-120.7697,40.5529,221.03,189.35,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,12,-120.7697,40.5529,221.03,189.35
"BLM","GARLAND CR",1984,8,13,-107.934,48.5833,396.59,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,13,-107.934,48.5833,396.59,0
"BLM","HENLEYBASI",1984,8,13,-117.2181,44.4103,271.14,5.62,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,13,-117.2181,44.4103,271.14,5.62
"BLM","BUNCHY",1984,8,14,-120.5344,43.3665,356.12,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,14,-120.5344,43.3665,356.12,0
"BLM","L.S. CK",1984,8,15,-106.5673,47.25,445.15,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,15,-106.5673,47.25,445.15,0
"BLM","SHEEP GLCH",1984,8,16,-116.6325,44.06,102.39,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,16,-116.6325,44.06,102.39,0
"BLM","NOAH",1984,8,16,-112.4841,39.3333,420.87,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,16,-112.4841,39.3333,420.87,0
"CalFire","WHITES HILL",1984,8,18,-122.6106,38.0172,166.12,8.33,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,18,-122.6106,38.0172,166.12,8.33
"BLM","INTERST 5",1984,8,18,-118.9176,34.8333,485.62,8.69,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,18,-118.9176,34.8333,485.62,8.69
"BLM","PIONEER RD",1984,8,21,-115.0553,42.9505,129.5,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,21,-115.0553,42.9505,129.5,0
"BLM","LANDFILL",1984,8,22,-117.176,43.9754,161.87,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,22,-117.176,43.9754,161.87,0
"BLM","BLUE CR",1984,8,22,-117.479,43.1257,404.69,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,22,-117.479,43.1257,404.69,0
"CalFire","BLM D-354",1984,8,22,-120.5594,41.0842,125.27,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,22,-120.5594,41.0842,125.27,0
"BLM","JACK MT",1984,8,25,-118.9844,43.0665,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,25,-118.9844,43.0665,121.41,0
"BLM","TIMBERHILL",1984,8,26,-111.8175,47.0499,234.72,187.83,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,26,-111.8175,47.0499,234.72,187.83
"BLM","HAL JCT 6",1984,8,26,-120.051,39.8166,437.06,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,26,-120.051,39.8166,437.06,0
"BIA","SLEEPY HIL",1984,8,27,-119.3978,48.3165,323.75,183.5,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,27,-119.3978,48.3165,323.75,183.5
"FS","UNKNOWN",1984,8,27,-121.5897,43.705,137.59,137.5,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,27,-121.5897,43.705,137.59,137.5
"BLM","UNGERCOUL",1984,8,28,-106.7839,48.3667,267.09,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,28,-106.7839,48.3667,267.09,0
"BLM","W LEE CY",1984,8,30,-118.3843,39.5499,218.53,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,30,-118.3843,39.5499,218.53,0
"BIA","BIA 17",1984,8,30,-118.8676,39.1666,4786.22,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,30,-118.8676,39.1666,4786.22,0
"CalFire","GATOR",1984,8,30,-120.4963,34.5571,111.24,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,30,-120.4963,34.5571,111.24,0
"BLM","THORNBURG",1984,8,31,-108.284,40.5666,1295,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,8,31,-108.284,40.5666,1295,0
"BLM","WENDEL-NE6",1984,9,2,-114.5987,42.8202,239.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,2,-114.5987,42.8202,239.17,0
"CalFire","VIEWRIDGE FIRE",1984,9,6,-118.5975,34.131,162.36,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,6,-118.5975,34.131,162.36,0
"BLM","GOOSE",1984,9,7,-114.0308,40.9899,283.28,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,7,-114.0308,40.9899,283.28,0
"CalFire","ROCHA VMP ESCAPE #2",1984,9,8,-121.645,36.928,501.8,9.87,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,8,-121.645,36.928,501.8,9.87
"BLM","CROWS NEST",1984,9,9,-115.2253,42.5744,118.98,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,9,-115.2253,42.5744,118.98,0
"CalFire","UNKNOWN",1984,9,10,-123.4899,40.6835,124.88,124.88,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,10,-123.4899,40.6835,124.88,124.88
"BLM","ESCAPE 1",1984,9,11,-118.201,41.8832,242.81,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,11,-118.201,41.8832,242.81,0
"BLM","BLACKNOLL",1984,9,11,-112.2008,39.7499,113.31,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,11,-112.2008,39.7499,113.31,0
"BLM","DUN GLEN",1984,9,13,-117.9843,40.7166,390.93,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,13,-117.9843,40.7166,390.93,0
"BLM","IOWA HILL",1984,9,13,-120.9177,39.1666,111.29,74.45,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,13,-120.9177,39.1666,111.29,74.45
"BLM","DEVILS",1984,9,15,-115.8842,41.0332,161.87,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,15,-115.8842,41.0332,161.87,0
"BLM","POLE PATCH",1984,9,17,-118.251,42.0666,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,17,-118.251,42.0666,121.41,0
"CalFire","BASIN",1984,9,17,-119.4126,37.124,171.66,170.72,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,17,-119.4126,37.124,171.66,170.72
"CalFire","UNKNOWN",1984,9,17,-118.7407,35.5008,128.28,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,17,-118.7407,35.5008,128.28,0
"BLM","GRD RANGE",1984,9,18,-116.1911,43.3658,147.71,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,18,-116.1911,43.3658,147.71,0
"CalFire","UNKNOWN",1984,9,18,-121.4262,35.9186,224.06,20.7,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,18,-121.4262,35.9186,224.06,20.7
"BLM","SPARROW",1984,9,20,-112.7725,39.9899,141.64,16.55,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,20,-112.7725,39.9899,141.64,16.55
"CalFire","HUNTERLIGGETTASST#7",1984,9,20,-121.2116,35.8352,231.59,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,20,-121.2116,35.8352,231.59,0
"BLM","BIGFOOT",1984,9,29,-116.2374,43.2155,180.49,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,9,29,-116.2374,43.2155,180.49,0
"BLM","POLE CRK",1984,10,3,-117.9676,41.6999,323.75,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,10,3,-117.9676,41.6999,323.75,0
"BLM","BLUE BT II",1984,10,8,-115.0342,42.4499,235.53,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,10,8,-115.0342,42.4499,235.53,0
"BLM","DEAD CHEVY",1984,10,9,-117.6377,42.9515,101.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,10,9,-117.6377,42.9515,101.17,0
"BLM","DAUGHERTY",1984,10,10,-114.7009,43.3832,315.66,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,10,10,-114.7009,43.3832,315.66,0
"CalFire","SOBOBA #7",1984,10,25,-116.9025,33.7937,382.15,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,10,25,-116.9025,33.7937,382.15,0
"CalFire","BOLAM",1984,11,1,-122.2089,41.5217,114.98,114.98,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1984,11,1,-122.2089,41.5217,114.98,114.98
"BIA","NEWFIELD",1985,2,25,-111.7507,31.5501,137.59,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,2,25,-111.7507,31.5501,137.59,0
"BLM","PLAINSMAN",1985,3,2,-104.4505,33.4668,437.06,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,3,2,-104.4505,33.4668,437.06,0
"BLM","CRATER RNG",1985,3,19,-115.8767,43.2159,233.91,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,3,19,-115.8767,43.2159,233.91,0
"BIA","RIVERTON",1985,4,2,-108.384,43.0166,331.84,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,2,-108.384,43.0166,331.84,0
"BLM","WHITESTONE",1985,4,9,-119.4845,48.8165,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,9,-119.4845,48.8165,121.41,0
"FWS","STEEL RAIL",1985,4,10,-119.7167,45.8833,178.06,0.89,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,10,-119.7167,45.8833,178.06,0.89
"BLM","KELLY CRK",1985,4,13,-117.1509,41.2166,113.31,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,13,-117.1509,41.2166,113.31,0
"CalFire","MANNING",1985,4,13,-120.6386,36.6037,176.55,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,13,-120.6386,36.6037,176.55,0
"BIA","TWOMOONS",1985,4,16,-107.1173,45.7042,223.39,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,16,-107.1173,45.7042,223.39,0
"BIA","TWO  MOON1",1985,4,16,-107.0173,45.5333,143.66,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,16,-107.0173,45.5333,143.66,0
"BIA","NSAF1",1985,4,18,-107.584,45.6166,607.03,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,18,-107.584,45.6166,607.03,0
"BIA","TWOMOONSII",1985,4,18,-106.9881,45.575,127.07,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,4,18,-106.9881,45.575,127.07,0
"FS","UNKNOWN",1985,5,2,-122.2986,41.4128,296.63,296.44,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,2,-122.2986,41.4128,296.63,296.44
"CalFire","TWELVE",1985,5,2,-122.739,41.0233,132.79,132.79,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,2,-122.739,41.0233,132.79,132.79
"BIA","CROWHANG",1985,5,17,-111.7007,31.9834,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,17,-111.7007,31.9834,121.41,0
"BLM","ADRIAN VA",1985,5,23,-119.2843,39.1833,125.45,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,23,-119.2843,39.1833,125.45,0
"BLM","LAVA",1985,5,25,-108.1673,34.9334,161.87,90.98,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,25,-108.1673,34.9334,161.87,90.98
"BLM","ROSE",1985,5,26,-117.7343,40.8666,250.91,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,26,-117.7343,40.8666,250.91,0
"BLM","THOMASCYN",1985,5,27,-117.6843,40.9166,163.09,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,27,-117.6843,40.9166,163.09,0
"CalFire","HUCKLEBERRY",1985,5,30,-120.8263,38.1548,185.86,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,5,30,-120.8263,38.1548,185.86,0
"BLM","WASHBURN 2",1985,6,3,-117.8343,41.9499,142.45,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,3,-117.8343,41.9499,142.45,0
"CalFire","DEVIL",1985,6,6,-121.6233,37.4401,113.57,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,6,-121.6233,37.4401,113.57,0
"BLM","COLD SPRNG",1985,6,7,-115.385,42.9672,291.37,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,7,-115.385,42.9672,291.37,0
"BLM","MILLER PIT",1985,6,9,-116.7676,40.5666,2161.02,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,9,-116.7676,40.5666,2161.02,0
"BLM","2 ROAD",1985,6,9,-109.0173,39.2666,574.65,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,9,-109.0173,39.2666,574.65,0
"BLM","EAST CISCO",1985,6,9,-109.2507,39.0833,202.34,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,9,-109.2507,39.0833,202.34,0
"BLM","ROCK RIDGE",1985,6,9,-113.0008,38.2666,121.41,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,9,-113.0008,38.2666,121.41,0
"FS","BIG CREEK",1985,6,9,-119.2369,36.9014,223.39,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,9,-119.2369,36.9014,223.39,0
"FS","BACKBONE",1985,6,10,-119.4531,37.0603,171.99,139.57,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,10,-119.4531,37.0603,171.99,139.57
"FS","VENTANA",1985,6,10,-121.7567,36.2317,109.27,75.45,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,10,-121.7567,36.2317,109.27,75.45
"BIA","DUMP FIRE",1985,6,13,-119.5844,39.8999,386.88,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,13,-119.5844,39.8999,386.88,0
"BLM","TAILINGS",1985,6,15,-117.1176,40.4832,129.5,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,15,-117.1176,40.4832,129.5,0
"BLM","CHURCH",1985,6,16,-119.9677,42.1166,214.48,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,16,-119.9677,42.1166,214.48,0
"BIA","SS ORAIBI",1985,6,16,-110.6007,35.8333,302.71,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,16,-110.6007,35.8333,302.71,0
"BLM","BOBTOWN",1985,6,17,-117.1843,39.9499,218.53,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,17,-117.1843,39.9499,218.53,0
"BLM","SEAMAN 1",1985,6,17,-115.0842,37.8833,126.26,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,17,-115.0842,37.8833,126.26,0
"CalFire","PINE",1985,6,17,-121.1824,36.1408,170.62,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,17,-121.1824,36.1408,170.62,0
"BLM","PILOT PEAK",1985,6,18,-114.0175,40.9999,305.54,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,18,-114.0175,40.9999,305.54,0
"BIA","DUMP FIRE",1985,6,19,-120.5345,46.5498,801.28,133.75,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-120.5345,46.5498,801.28,133.75
"BLM","DRY CREEK",1985,6,19,-119.7011,43.0499,101.17,9.01,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-119.7011,43.0499,101.17,9.01
"BLM","ALKALI",1985,6,19,-115.3862,43.0292,372.31,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-115.3862,43.0292,372.31,0
"BLM","SAND SPG",1985,6,19,-117.801,42.9999,202.34,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-117.801,42.9999,202.34,0
"BLM","BASQUE",1985,6,19,-117.7843,42.4332,192.23,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-117.7843,42.4332,192.23,0
"BLM","SILVER CRK",1985,6,19,-114.0342,41.5499,216.51,2.19,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-114.0342,41.5499,216.51,2.19
"BLM","PETES",1985,6,19,-120.4677,40.4999,449.2,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-120.4677,40.4999,449.2,0
"BLM","WRIGHT CYN",1985,6,19,-118.2343,40.3832,101.17,1.57,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-118.2343,40.3832,101.17,1.57
"BLM","INDIAN CK",1985,6,19,-118.1343,40.3666,311.61,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-118.1343,40.3666,311.61,0
"BLM","NAT OUT 6",1985,6,19,-118.8176,39.1999,125.45,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-118.8176,39.1999,125.45,0
"BLM","INDIAN CR2",1985,6,19,-119.7677,38.7499,311.61,248.45,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,19,-119.7677,38.7499,311.61,248.45
"BIA","CROWN ZEE",1985,6,20,-119.5045,48.3882,404.69,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,20,-119.5045,48.3882,404.69,0
"BLM","DC 1",1985,6,20,-114.43,42.6049,182.11,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,20,-114.43,42.6049,182.11,0
"BLM","BLACKBURN",1985,6,20,-116.1509,40.1999,339.94,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,20,-116.1509,40.1999,339.94,0
"BLM","TYPHOID",1985,6,20,-113.6841,38.0666,283.28,263.4,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,20,-113.6841,38.0666,283.28,263.4
"FWS","RED ROCK 1",1985,6,21,-119.6,46.8833,1428.54,75.46,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,21,-119.6,46.8833,1428.54,75.46
"BLM","TAYLOR GR",1985,6,22,-120.5178,45.4165,137.59,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,22,-120.5178,45.4165,137.59,0
"CalFire","TAPO",1985,6,22,-118.7529,34.3591,265.99,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,22,-118.7529,34.3591,265.99,0
"BLM","HIDDENVALW",1985,6,23,-114.0172,42.7755,101.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,23,-114.0172,42.7755,101.17,0
"BLM","SOUTH",1985,6,23,-117.6343,41.8999,101.17,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,23,-117.6343,41.8999,101.17,0
"BLM","MARBLEHEAD",1985,6,23,-112.8508,40.8333,283.28,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,23,-112.8508,40.8333,283.28,0
"BLM","TOLL RD",1985,6,23,-119.7177,39.3666,339.94,125.58,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,23,-119.7177,39.3666,339.94,125.58
"BLM","BURNT CRK",1985,6,24,-114.5509,41.5666,327.88,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,24,-114.5509,41.5666,327.88,0
"BLM","SHOESTRING",1985,6,25,-115.1733,42.9145,151.76,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,25,-115.1733,42.9145,151.76,0
"BLM","COTTONWOOD",1985,6,25,-109.3673,39.1333,242.81,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,25,-109.3673,39.1333,242.81,0
"BIA","FINGER PT",1985,6,26,-110.4007,35.6,101.17,0.44,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,26,-110.4007,35.6,101.17,0.44
"BIA","BABOQUIVAR",1985,6,26,-111.584,33.6167,3035.15,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,26,-111.584,33.6167,3035.15,0
"CalFire","REY",1985,6,26,-116.8298,33.2486,596.63,33.85,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,26,-116.8298,33.2486,596.63,33.85
"BIA","HPL WH CON",1985,6,28,-110.1673,35.6167,185.35,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,28,-110.1673,35.6167,185.35,0
"BLM","MILLER MVU",1985,6,30,-115.5175,33.65,3237.49,0,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,30,-115.5175,33.65,3237.49,0
"BLM","MULE",1985,6,30,-109.9506,31.4334,117.76,80.08,"N/A",NaN,NaN,NaN,NaN,NaN,NaN,NaN,"N/A",1985,6,30,-109.9506,31.4334,117.76,80.08
